1,0,0,우리가 가정에서 키울 수 없는 토코투칸 금강앵무 등을 동물원에서 못보면 어디서 봐야 합니까
1,0,0,솔직히 애들이 동물을 봐야지 좋아해요
1,0,0,그냥 만날 책이나 tv만 보면 얼만큼 큰지 모르잖아요
1,0,0,알려줄려고 사자같은 짐승을 키울수도 없고
2,0,0,그러니까 동물원 건설로 얻는 것 보다 동물들의 고통이 더 크다는 거죠
2,0,0,다른 방법으로 크기 같은 것은 알 수 있잖아요 모형을 만든다던지
2,0,0,"실제 동물원의 목적이 총 4가지 인데, 그 중 교육이 포함되어 있습니다 그러나 한국 동물원은 교육을 거의 실행하고 있지 않습니다"
2,0,0,그나마 한다는 것이 팻말 세워놓는게 다죠
1,0,0,한순간의 즐거움에 한 생명체를 감옥에 가둬놓고 오락거리로 사용하는 일이 옳은건가요
1,0,0,우리가 공룡이 얼마나 큰지 직접 봐서 아는건가요
1,0,0,영상물과 모형을 보며 체험한 덕분 아닌가요
2,0,0,동물들은 답답함과 고통때문에 자폐증상을 일으켜 머리를 흔들고 넘어지며 또 넘어지는데 그것을 보고 춤을 추며 즐거워하는것 또한 학대입니다
1,0,0,동물원이긴 한데 진짜 야생같은 넓은 공간의 동물원을 만들어주면 되지않나요
1,0,0,진짜 숲을 만들어 줘서 동물들이 진짜 야생에 사는 느낌을 줄 수 있잔아요
1,0,0,숲같은 동물원 괜찮다고 생각합니다
2,0,0,"동물원은 필요가 없는 시설이나, 금지할 필요도 없는 시설입니다"
2,0,0,"동물원이 없어지면 마치 멸종이 필연적인 것으로 주장되나, 멸종 위기를 막기 위해서는 연구소와 국립 공원으로 동물을 보내거나, 그 기관을 만드는 것이 더욱 좋은 대안입니다"
2,0,0,"도덕, 윤리 등의 개념 또한 힘의 논리를 기본으로 합니다. 약자인 짐승이 착취되는 것은 당연한 숙명입니다"
2,0,0,물론 저희들이 보기에는 동물들이 건강하게 살고있다고 보이겠지만 실제로는 그렇지못합니다
2,0,0,제때에 예방주사를 맞지 못하는 동물들도 많고 병을 바로 치료하거나 주기적으로 검진을 하지않기 때문에 무조건 동물이 건강하다고 할수 없읍니다
2,0,0,또 동물은 살고있는 것이 아니라 감옥일수도 있습니다 왜냐하면 자유롭게 뛰어 놀는것이 아닌 지정된 자리에 있는것이기 때문에 스트레스를 받는 것일수도 있습니다
1,0,0,우리 사회에 있어서 애완동물을 키우는 사람들이 많이 있습니다
1,0,0,왜 애완동물을 키우고 있을까라는 근본적인 이유를 생각해보면 혼자서 지낼때 외로워서 키우는 사람도 있고 정말로 강아지든 고양이든 다른 동물이든지 키우고 싶어서 키우는 사람들도 있을겁니다
1,0,0,하지만 그런 동물들 마져도 집안의 울타리라는 곳에 갇혀서 지내는건 현실상 사실입니다
1,0,0,동물원이 필요하지 않다는 주장을 한다면 우리가 키우는 애완동물 마져도 집에서 키우는것 조차 인간의 역심이 아닐까 싶네요
1,0,0,"저도 토끼, 햄스터를 키워봤지만 정말 이뻐서 키우게 되는 경우가 대부분입니다"
1,0,0,지금 동물원에 있은 동물들에게 초원에서 나가서 살아라라고 한다면 추위와 야생동물들의 먹이감만 되지 읺을까라는 생각을 해보네요
1,0,0,단순히 인간의 욕심이라기 보다는 동물들에 대해서 어떤 선택이 동물들에게 좋은 선택이 될지 생각해 보는것도 필요하다고 생각하네요
2,0,0,저 또한 동물학대에는 반대하는 입장입니다
2,0,0,동물원이 동물학대에 속한다는 의견이신 것 같은데 저는 잘 모르겠군요
2,0,0,동물원에서 키우는 동물과 사람이 애완으로 키우는 동물의 차이점을 잘 모르겠군요
2,0,0,대중에 노출되는 것? 애완견이나 애완묘를 바깥으로 데리고 나가지는 않으신가요? 동물원은 동물학대에 속하지 않습니다
2,0,0, 물론 몇 몇 사육사가 그럴 수도 있겠지요. 그런데 전 지금까지 뉴스로 수없이 키우는 동물을 학대한 사례들을 많이 봐 왔습니다
2,0,0,그런데 그럴 경우에는 책임질 수 없으면 키우지 마라 고 하지 애완견 키우는 것을 법으로 금지시키자 라는 의견은 들어본 기억이 없네요
2,0,0,?동물원에서 동물학대를 하면 그걸 제재하면 되는 것 아닙니까
1,0,0,현재 지구는 인간의 과도한 환경개발때문에 좋든 싫든 환경 오염 및 생태계 대란에 처해 있습니다
1,0,0,예전의 자연이라면 동물들에겐 익숙하겠지만 산업혁명과 동시에 환경파괴가 이루어졌으니?최대 500년이 안 넘는 시간에 환경은 변했습니다
1,0,0,"세상은 더욱이 인간중심사회로 돌아가고, 그 환경오염의 피해자들은 아직도 보상을 받긴 커녕 오히려 점점 더 잃어가는 것이 현실입니다"
1,0,0,"제 생각엔 극심한 환경변화로 인해 황폐화된 자연에 동물을 방치하기 보단 그에 대한 자연 재 생성까지의 과정에서는 동물들에게도 우리가 필요하고, 우리도 인간으로서 우리가 저지른 짓에 대하여 1차적이긴 하지만 수습하는 것이 더 양심있는 행동이라 봅니다"
2,0,0,이유는 동물원은 동물을 구경하기위해 있는것 입니다
2,0,0,?하지만 사육사들과 구경하러 오는 사람들때문에 많은 동물들이 스트레스를 받습니다
2,0,0,그로인해 동물들이 야생에 있을때보다 더 많이 죽는다고 합니다
2,0,0,그럼 동물들을 다시 야생으로 돌려놓는것도 좋은 방법이겠죠
2,0,0,동물원 이야말로 동물을 학대하는 장소입니다
2,0,0,우리 인간에게는 다른 동물을 학대할 권리가 없습니다
2,0,0,그러기 때문에 우리들은 동물들을 자연으로 풀어줘야 한다고 생각합니다
1,0,0,"희귀종으로 분류되는 대부분의 야생동물들은 인간의 손이 닿지 않은 미개발구역, ?선진국으로 볼수 없는 지역에 분포되어있는경우가 많습니다"
1,0,0,"희귀종일수록 그 가치가 높기때문에 밀렵꾼이 활발하게 움직이고 선진국이 아닌 곳일 수록 법적 처벌이 미미하며, 부정부패가 심하기 때문에 정부가 밀렵에 관여하는 경우도 발생합니다"
1,0,0,"다행스럽게도 멸종위기 동물을 보호하는 국가들의 다수는 선진국이고 법률로써 희귀동물을 포획, 매매, 살해하는 것에 대해 엄하게 처벌하며, 동물에게는 전문 연구가, 사육사를 붙여 종의 보존을 위한 연구와 시설개발을 돕고 있습니다"
1,0,0,"인간의 동물에 대한 다양한 정보의 제공을 목적으로 설립한다는 그 목적또한 훌륭하기때문에 위기종뿐만이 아니라 위기종이 아니지만 도시에서 볼수 없는 소 , 돼지, 낙타등을 가까이서 보고 느낄수 있게 조성하는것 자체에 비난할 거리는 없다고 봅니다"
1,0,0,구경대상이 많을 수록 동물연구 및 시설유지비용을 마련할 수 있는 잠재적 구매자를 늘릴테니까
2,0,0,북극곰이면 흰털 이여야 하는데 누렇게 이끼가 끼어있었고 북극곰이 고개를 위아래 흔드는모습을 보고 북극곰이 춤춘다 에어로빅 한다 라며 웃었다고 합니다
2,0,0,또 원숭이들에게 옷을 입혀놓고 사람행동을 하는 모습을 공연이라고 보여주고 그걸본 사람들은 재밌다고 웃어댑니다
2,0,0,자신이 옷 입혀놓고 동물행동하는걸 보고 웃으면 좋겠습니까?
2,0,0,정말 수치심들고 괴로울 것 같습니다 보호차원이라고 동물원을 만든건 제 2의 이유입니다
2,0,0,야생에 보내면 동물의 본능적으로 사람을 해친다 라고 하는데 그 원인은 인간들이 제공한것이지만 인간을 해쳤다고 동물을 죽이거나 고문받게하는 것은 이상하다고 생각합니다
2,0,0,보호하는 것이라고 하는 것은 오히려 고문이 될수 있습니다 동물이 느끼는 감정은 오로지 동물만이 알 수 있습니다
1,0,0,동물원의 여러 여건이 동물들에게 크고 작은? 고통을 주고있는것은 사실입니다
1,0,0,하지만 그렇다고 모든 동물을 자연으로 돌려보내고 동물원을 없애야 한다는 주장은 동물원 역할에 대해 이해가 부족해서입니다
1,0,0,멸종된동물은  전투펭귄 호랑이 돌고래 나무늘보  등이 있습니다
2,0,0,동물원은 동물을 위하여가 아니라 인간을 위하여 있는 시설입니다
